"hgnc_symbol","reactpathID","description","entrezgene_id"
"SLCO1B1","R-HSA-425397","Transport of vitamins, nucleosides, and related molecules",10599
"SLCO1B1","R-HSA-194068","Bile acid and bile salt metabolism",10599
"SLCO1B1","R-HSA-5619102","SLC transporter disorders",10599
"SLCO1B1","R-HSA-9748784","Drug ADME",10599
"SLCO1B1","R-HSA-8957322","Metabolism of steroids",10599
"SLCO1B1","R-HSA-5619115","Disorders of transmembrane transporters",10599
"SLCO1B1","R-HSA-425407","SLC-mediated transmembrane transport",10599
"SLCO1B3","R-HSA-879518","Transport of organic anions",28234
"SLCO1B3","R-HSA-189483","Heme degradation",28234
"SLCO1B3","R-HSA-159418","Recycling of bile acids and salts",28234
"SLCO1B3","R-HSA-189445","Metabolism of porphyrins",28234
"SLCO1B3","R-HSA-425397","Transport of vitamins, nucleosides, and related molecules",28234
"SLCO1B3","R-HSA-194068","Bile acid and bile salt metabolism",28234
"SLCO1B3","R-HSA-5619102","SLC transporter disorders",28234
"SLCO1B3","R-HSA-9748784","Drug ADME",28234
"SLCO1B3","R-HSA-8957322","Metabolism of steroids",28234
"SLCO1B3","R-HSA-5619115","Disorders of transmembrane transporters",28234
"SLCO1B3","R-HSA-425407","SLC-mediated transmembrane transport",28234
"SMAD2","R-HSA-1502540","Signaling by Activin",4087
"SMAD2","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes",4087
"SMAD2","R-HSA-9754189","Germ layer formation at gastrulation",4087
"SMAD2","R-HSA-9758941","Gastrulation",4087
"SMAD2","R-HSA-1181150","Signaling by NODAL",4087
"SMAD2","R-HSA-452723","Transcriptional regulation of pluripotent stem cells",4087
"SMAD2","R-HSA-2173788","Downregulation of TGF-beta receptor signaling",4087
"SMAD2","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",4087
"SMAD2","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity",4087
"SMAD2","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",4087
"SMAD2","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",4087
"SMAD2","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",4087
"SMAD2","R-HSA-9614085","FOXO-mediated transcription",4087
"SMAD2","R-HSA-170834","Signaling by TGF-beta Receptor Complex",4087
"SMAD2","R-HSA-9006936","Signaling by TGFB family members",4087
"SMAD2","R-HSA-5689880","Ub-specific processing proteases",4087
"SMAD2","R-HSA-5688426","Deubiquitination",4087
"SMAD2","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",4087
"STAT1","R-HSA-9020958","Interleukin-21 signaling",6772
"STAT1","R-HSA-1059683","Interleukin-6 signaling",6772
"STAT1","R-HSA-9020956","Interleukin-27 signaling",6772
"STAT1","R-HSA-8984722","Interleukin-35 Signalling",6772
"STAT1","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",6772
"STAT1","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants",6772
"STAT1","R-HSA-877312","Regulation of IFNG signaling",6772
"STAT1","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants",6772
"STAT1","R-HSA-9669938","Signaling by KIT in disease",6772
"STAT1","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",6772
"STAT1","R-HSA-9671555","Signaling by PDGFR in disease",6772
"STAT1","R-HSA-6783589","Interleukin-6 family signaling",6772
"STAT1","R-HSA-982772","Growth hormone receptor signaling",6772
"STAT1","R-HSA-8854691","Interleukin-20 family signaling",6772
"STAT1","R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription",6772
"STAT1","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling",6772
"STAT1","R-HSA-912694","Regulation of IFNA/IFNB signaling",6772
"STAT1","R-HSA-186763","Downstream signal transduction",6772
"STAT1","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity",6772
"STAT1","R-HSA-9674555","Signaling by CSF3 (G-CSF)",6772
"STAT1","R-HSA-1839124","FGFR1 mutant receptor activation",6772
"STAT1","R-HSA-5655302","Signaling by FGFR1 in disease",6772
"STAT1","R-HSA-1433557","Signaling by SCF-KIT",6772
"STAT1","R-HSA-451927","Interleukin-2 family signaling",6772
"STAT1","R-HSA-9012852","Signaling by NOTCH3",6772
"STAT1","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",6772
"STAT1","R-HSA-447115","Interleukin-12 family signaling",6772
"STAT1","R-HSA-186797","Signaling by PDGF",6772
"STAT1","R-HSA-1226099","Signaling by FGFR in disease",6772
"STAT1","R-HSA-1169408","ISG15 antiviral mechanism",6772
"TAB1","R-HSA-937042","IRAK2 mediated activation of TAK1 complex",10454
"TAB1","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex",10454
"TAB1","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway",10454
"TAB1","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",10454
"TAB1","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",10454
"TAB1","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",10454
"TAB1","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",10454
"TAB1","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",10454
"TAB1","R-HSA-168638","NOD1/2 Signaling Pathway",10454
"TAB1","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",10454
"TAB1","R-HSA-75893","TNF signaling",10454
"TAB1","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",10454
"TAB1","R-HSA-450294","MAP kinase activation",10454
"TAB1","R-HSA-448424","Interleukin-17 signaling",10454
"TAB1","R-HSA-2871837","FCERI mediated NF-kB activation",10454
"TAB1","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",10454
"TAB1","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",10454
"TAB1","R-HSA-975871","MyD88 cascade initiated on plasma membrane",10454
"TAB1","R-HSA-5607764","CLEC7A (Dectin-1) signaling",10454
"TAB1","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",10454
"TAB1","R-HSA-975155","MyD88 dependent cascade initiated on endosome",10454
"TAB1","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",10454
"TAB1","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",10454
"TAB1","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",10454
"TAB1","R-HSA-166166","MyD88-independent TLR4 cascade ",10454
"TAB1","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",10454
"TAB1","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",10454
"TAB1","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",10454
"TAB1","R-HSA-9020702","Interleukin-1 signaling",10454
"TAB1","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",10454
"TAB2","R-HSA-937042","IRAK2 mediated activation of TAK1 complex",23118
"TAB2","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex",23118
"TAB2","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway",23118
"TAB2","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",23118
"TAB2","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",23118
"TAB2","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",23118
"TAB2","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",23118
"TAB2","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",23118
"TAB2","R-HSA-1251985","Nuclear signaling by ERBB4",23118
"TAB2","R-HSA-168638","NOD1/2 Signaling Pathway",23118
"TAB2","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",23118
"TAB2","R-HSA-75893","TNF signaling",23118
"TAB2","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",23118
"TAB2","R-HSA-1236394","Signaling by ERBB4",23118
"TAB2","R-HSA-450294","MAP kinase activation",23118
"TAB2","R-HSA-448424","Interleukin-17 signaling",23118
"TAB2","R-HSA-2871837","FCERI mediated NF-kB activation",23118
"TAB2","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",23118
"TAB2","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",23118
"TAB2","R-HSA-975871","MyD88 cascade initiated on plasma membrane",23118
"TAB2","R-HSA-202424","Downstream TCR signaling",23118
"TAB2","R-HSA-5607764","CLEC7A (Dectin-1) signaling",23118
"TAB2","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",23118
"TAB2","R-HSA-975155","MyD88 dependent cascade initiated on endosome",23118
"TAB2","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",23118
"TAB2","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",23118
"TAB2","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",23118
"TAB2","R-HSA-166166","MyD88-independent TLR4 cascade ",23118
"TAB2","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",23118
"TAB2","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",23118
"TGFB1","R-HSA-2173791","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",7040
"TGFB1","R-HSA-2173788","Downregulation of TGF-beta receptor signaling",7040
"TGFB1","R-HSA-3000170","Syndecan interactions",7040
"TGFB1","R-HSA-2129379","Molecules associated with elastic fibres",7040
"TGFB1","R-HSA-1566948","Elastic fibre formation",7040
"TGFB1","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",7040
"TGFB1","R-HSA-8941858","Regulation of RUNX3 expression and activity",7040
"TGFB1","R-HSA-3000171","Non-integrin membrane-ECM interactions",7040
"TGFB1","R-HSA-3000178","ECM proteoglycans",7040
"TGFB1","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation",7040
"TGFB1","R-HSA-170834","Signaling by TGF-beta Receptor Complex",7040
"TGFB1","R-HSA-8878159","Transcriptional regulation by RUNX3",7040
"TGFB1","R-HSA-5689603","UCH proteinases",7040
"TGFB1","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",7040
"TGFB1","R-HSA-9006936","Signaling by TGFB family members",7040
"TGFB1","R-HSA-114608","Platelet degranulation ",7040
"TGFB1","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",7040
"TGFB1","R-HSA-202733","Cell surface interactions at the vascular wall",7040
"TGFB1","R-HSA-168255","Influenza Infection",7040
"TGFB1","R-HSA-76002","Platelet activation, signaling and aggregation",7040
"TGFB1","R-HSA-5688426","Deubiquitination",7040
"TGFB1","R-HSA-1474244","Extracellular matrix organization",7040
"TGFB1","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",7040
"TGFB1","R-HSA-449147","Signaling by Interleukins",7040
"TGFB2","R-HSA-2129379","Molecules associated with elastic fibres",7042
"TGFB2","R-HSA-1566948","Elastic fibre formation",7042
"TGFB2","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",7042
"TGFB2","R-HSA-3000178","ECM proteoglycans",7042
"TGFB2","R-HSA-170834","Signaling by TGF-beta Receptor Complex",7042
"TGFB2","R-HSA-9006936","Signaling by TGFB family members",7042
"TGFB2","R-HSA-114608","Platelet degranulation ",7042
"TGFB2","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",7042
"TGFB2","R-HSA-76002","Platelet activation, signaling and aggregation",7042
"TGFB2","R-HSA-1474244","Extracellular matrix organization",7042
"TGFB3","R-HSA-2129379","Molecules associated with elastic fibres",7043
"TGFB3","R-HSA-1566948","Elastic fibre formation",7043
"TGFB3","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",7043
"TGFB3","R-HSA-3000178","ECM proteoglycans",7043
"TGFB3","R-HSA-170834","Signaling by TGF-beta Receptor Complex",7043
"TGFB3","R-HSA-9006936","Signaling by TGFB family members",7043
"TGFB3","R-HSA-114608","Platelet degranulation ",7043
"TGFB3","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",7043
"TGFB3","R-HSA-76002","Platelet activation, signaling and aggregation",7043
"TGFB3","R-HSA-1474244","Extracellular matrix organization",7043
"TGFBR1","R-HSA-2173791","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",7046
"TGFBR1","R-HSA-2173788","Downregulation of TGF-beta receptor signaling",7046
"TGFBR1","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",7046
"TGFBR1","R-HSA-170834","Signaling by TGF-beta Receptor Complex",7046
"TGFBR1","R-HSA-5689603","UCH proteinases",7046
"TGFBR1","R-HSA-9006936","Signaling by TGFB family members",7046
"TGFBR1","R-HSA-5689880","Ub-specific processing proteases",7046
"TGFBR1","R-HSA-5688426","Deubiquitination",7046
"TGFBR1","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",7046
"TGFBR2","R-HSA-2173791","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",7048
"TGFBR2","R-HSA-2173788","Downregulation of TGF-beta receptor signaling",7048
"TGFBR2","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",7048
"TGFBR2","R-HSA-170834","Signaling by TGF-beta Receptor Complex",7048
"TGFBR2","R-HSA-5689603","UCH proteinases",7048
"TGFBR2","R-HSA-9006936","Signaling by TGFB family members",7048
"TGFBR2","R-HSA-5688426","Deubiquitination",7048
"TGFBR2","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",7048
"TICAM1","R-HSA-2562578","TRIF-mediated programmed cell death",148022
"TICAM1","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex",148022
"TICAM1","R-HSA-9013973","TICAM1-dependent activation of IRF3/IRF7",148022
"TICAM1","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",148022
"TICAM1","R-HSA-140534","Caspase activation via Death Receptors in the presence of ligand",148022
"TICAM1","R-HSA-1810476","RIP-mediated NFkB activation via ZBP1",148022
"TICAM1","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",148022
"TICAM1","R-HSA-936964","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",148022
"TICAM1","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment",148022
"TICAM1","R-HSA-1606322","ZBP1(DAI) mediated induction of type I IFNs",148022
"TICAM1","R-HSA-937041","IKK complex recruitment mediated by RIP1",148022
"TICAM1","R-HSA-5357769","Caspase activation via extrinsic apoptotic signalling pathway",148022
"TICAM1","R-HSA-5260271","Diseases of Immune System",148022
"TICAM1","R-HSA-5602358","Diseases associated with the TLR signaling cascade",148022
"TICAM1","R-HSA-1834949","Cytosolic sensors of pathogen-associated DNA ",148022
"TICAM1","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",148022
"TICAM1","R-HSA-975155","MyD88 dependent cascade initiated on endosome",148022
"TICAM1","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",148022
"TICAM1","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",148022
"TICAM1","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",148022
"TICAM1","R-HSA-166166","MyD88-independent TLR4 cascade ",148022
"TICAM1","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",148022
"TICAM1","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",148022
"TICAM1","R-HSA-168898","Toll-like Receptor Cascades",148022
"TICAM1","R-HSA-109581","Apoptosis",148022
"TICAM1","R-HSA-5357801","Programmed Cell Death",148022
"TLR2","R-HSA-5602498","MyD88 deficiency (TLR2/4)",7097
"TLR2","R-HSA-5603041","IRAK4 deficiency (TLR2/4)",7097
"TLR2","R-HSA-5686938","Regulation of TLR by endogenous ligand",7097
"TLR2","R-HSA-9635486","Infection with Mycobacterium tuberculosis",7097
"TLR2","R-HSA-5260271","Diseases of Immune System",7097
"TLR2","R-HSA-5602358","Diseases associated with the TLR signaling cascade",7097
"TLR2","R-HSA-1461957","Beta defensins",7097
"TLR2","R-HSA-1461973","Defensins",7097
"TLR2","R-HSA-1236974","ER-Phagosome pathway",7097
"TLR2","R-HSA-6803157","Antimicrobial peptides",7097
"TLR2","R-HSA-1236975","Antigen processing-Cross presentation",7097
"TLR2","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",7097
"TLR2","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",7097
"TLR2","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",7097
"TLR2","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",7097
"TLR2","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses",7097
"TLR2","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",7097
"TLR2","R-HSA-168898","Toll-like Receptor Cascades",7097
"TLR2","R-HSA-9705683","SARS-CoV-2-host interactions",7097
"TLR2","R-HSA-9694516","SARS-CoV-2 Infection",7097
"TLR2","R-HSA-983169","Class I MHC mediated antigen processing & presentation",7097
"TLR2","R-HSA-9679506","SARS-CoV Infections",7097
"TLR2","R-HSA-6798695","Neutrophil degranulation",7097
"TLR4","R-HSA-2562578","TRIF-mediated programmed cell death",7099
"TLR4","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",7099
"TLR4","R-HSA-140534","Caspase activation via Death Receptors in the presence of ligand",7099
"TLR4","R-HSA-5602498","MyD88 deficiency (TLR2/4)",7099
"TLR4","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",7099
"TLR4","R-HSA-5603041","IRAK4 deficiency (TLR2/4)",7099
"TLR4","R-HSA-936964","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",7099
"TLR4","R-HSA-5686938","Regulation of TLR by endogenous ligand",7099
"TLR4","R-HSA-937041","IKK complex recruitment mediated by RIP1",7099
"TLR4","R-HSA-5357769","Caspase activation via extrinsic apoptotic signalling pathway",7099
"TLR4","R-HSA-5260271","Diseases of Immune System",7099
"TLR4","R-HSA-5602358","Diseases associated with the TLR signaling cascade",7099
"TLR4","R-HSA-9707616","Heme signaling",7099
"TLR4","R-HSA-1236974","ER-Phagosome pathway",7099
"TLR4","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",7099
"TLR4","R-HSA-975155","MyD88 dependent cascade initiated on endosome",7099
"TLR4","R-HSA-1236975","Antigen processing-Cross presentation",7099
"TLR4","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",7099
"TLR4","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",7099
"TLR4","R-HSA-166166","MyD88-independent TLR4 cascade ",7099
"TLR4","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",7099
"TLR4","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",7099
"TLR4","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",7099
"TLR4","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",7099
"TLR4","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",7099
"TLR4","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",7099
"TLR4","R-HSA-168898","Toll-like Receptor Cascades",7099
"TLR4","R-HSA-109581","Apoptosis",7099
"TLR4","R-HSA-5357801","Programmed Cell Death",7099
"TLR4","R-HSA-983169","Class I MHC mediated antigen processing & presentation",7099
"TLR6","R-HSA-5602498","MyD88 deficiency (TLR2/4)",10333
"TLR6","R-HSA-5603041","IRAK4 deficiency (TLR2/4)",10333
"TLR6","R-HSA-5686938","Regulation of TLR by endogenous ligand",10333
"TLR6","R-HSA-5260271","Diseases of Immune System",10333
"TLR6","R-HSA-5602358","Diseases associated with the TLR signaling cascade",10333
"TLR6","R-HSA-1236974","ER-Phagosome pathway",10333
"TLR6","R-HSA-1236975","Antigen processing-Cross presentation",10333
"TLR6","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",10333
"TLR6","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",10333
"TLR6","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",10333
"TLR6","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",10333
"TLR6","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",10333
"TLR6","R-HSA-168898","Toll-like Receptor Cascades",10333
"TLR6","R-HSA-983169","Class I MHC mediated antigen processing & presentation",10333
"TLR9","R-HSA-1679131","Trafficking and processing of endosomal TLR",54106
"TLR9","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",54106
"TLR9","R-HSA-109704","PI3K Cascade",54106
"TLR9","R-HSA-112399","IRS-mediated signalling",54106
"TLR9","R-HSA-2428928","IRS-related events triggered by IGF1R",54106
"TLR9","R-HSA-2428924","IGF1R signaling cascade",54106
"TLR9","R-HSA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",54106
"TLR9","R-HSA-74751","Insulin receptor signalling cascade",54106
"TLR9","R-HSA-74752","Signaling by Insulin receptor",54106
"TLR9","R-HSA-9679191","Potential therapeutics for SARS",54106
"TLR9","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",54106
"TLR9","R-HSA-975155","MyD88 dependent cascade initiated on endosome",54106
"TLR9","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",54106
"TLR9","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",54106
"TLR9","R-HSA-168898","Toll-like Receptor Cascades",54106
"TLR9","R-HSA-9679506","SARS-CoV Infections",54106
"TNF","R-HSA-5357786","TNFR1-induced proapoptotic signaling",7124
"TNF","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",7124
"TNF","R-HSA-5357905","Regulation of TNFR1 signaling",7124
"TNF","R-HSA-6783783","Interleukin-10 signaling",7124
"TNF","R-HSA-75893","TNF signaling",7124
"TNF","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation",7124
"TNF","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway",7124
"TNF","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",7124
"TNF","R-HSA-73887","Death Receptor Signalling",7124
"TNF","R-HSA-449147","Signaling by Interleukins",7124
"TNFRSF1A","R-HSA-5357786","TNFR1-induced proapoptotic signaling",7132
"TNFRSF1A","R-HSA-5669034","TNFs bind their physiological receptors",7132
"TNFRSF1A","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",7132
"TNFRSF1A","R-HSA-5357905","Regulation of TNFR1 signaling",7132
"TNFRSF1A","R-HSA-6783783","Interleukin-10 signaling",7132
"TNFRSF1A","R-HSA-75893","TNF signaling",7132
"TNFRSF1A","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway",7132
"TNFRSF1A","R-HSA-73887","Death Receptor Signalling",7132
"TNFRSF1A","R-HSA-449147","Signaling by Interleukins",7132
"TOP1","R-HSA-4615885","SUMOylation of DNA replication proteins",7150
"TOP1","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins",7150
"TOP1","R-HSA-2990846","SUMOylation",7150
"TRAF6","R-HSA-937042","IRAK2 mediated activation of TAK1 complex",7189
"TRAF6","R-HSA-193692","Regulated proteolysis of p75NTR",7189
"TRAF6","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex",7189
"TRAF6","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway",7189
"TRAF6","R-HSA-209543","p75NTR recruits signalling complexes",7189
"TRAF6","R-HSA-209560","NF-kB is activated and signals survival",7189
"TRAF6","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",7189
"TRAF6","R-HSA-937039","IRAK1 recruits IKK complex",7189
"TRAF6","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",7189
"TRAF6","R-HSA-193639","p75NTR signals via NF-kB",7189
"TRAF6","R-HSA-205043","NRIF signals cell death from the nucleus",7189
"TRAF6","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",7189
"TRAF6","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",7189
"TRAF6","R-HSA-9758274","Regulation of NF-kappa B signaling",7189
"TRAF6","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment",7189
"TRAF6","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",7189
"TRAF6","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",7189
"TRAF6","R-HSA-933542","TRAF6 mediated NF-kB activation",7189
"TRAF6","R-HSA-937041","IKK complex recruitment mediated by RIP1",7189
"TRAF6","R-HSA-933541","TRAF6 mediated IRF7 activation",7189
"TRAF6","R-HSA-168638","NOD1/2 Signaling Pathway",7189
"TRAF6","R-HSA-5689896","Ovarian tumor domain proteases",7189
"TRAF6","R-HSA-9692916","SARS-CoV-1 activates/modulates innate immune responses",7189
"TRAF6","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",7189
"TRAF6","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",7189
"TRAF6","R-HSA-450294","MAP kinase activation",7189
"TRAF6","R-HSA-448424","Interleukin-17 signaling",7189
"TRAF6","R-HSA-204998","Cell death signalling via NRAGE, NRIF and NADE",7189
"TRAF6","R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta",7189
"TRAF6","R-HSA-2871837","FCERI mediated NF-kB activation",7189
"TRDMT1","R-HSA-6782315","tRNA modification in the nucleus and cytosol",1787
"TRDMT1","R-HSA-72306","tRNA processing",1787
"XDH","R-HSA-8851680","Butyrophilin (BTN) family interactions",7498
"XDH","R-HSA-74259","Purine catabolism",7498
"XDH","R-HSA-9748787","Azathioprine ADME",7498
"XDH","R-HSA-8956319","Nucleotide catabolism",7498
"XDH","R-HSA-15869","Metabolism of nucleotides",7498
"XDH","R-HSA-9748784","Drug ADME",7498
